name,id,texture,count,quality,canUse,level,levelColHeader,minBid,minIncrement,buyoutPrice,bidAmount,highBidder,bidderFullName,owner,ownerFullName,saleStatus
1445,1445,135038,1,-1,false,854894080,9031,0,9506,0,false,0
1445,1445,135038,1,-1,false,854894080,9032,0,9507,0,false,0
Sanguine Hibiscus,24246,134200,1,1,true,1,REQ_LEVEL_ABBR,21843,0,22992,0,false,0
Sanguine Hibiscus,24246,134200,1,1,true,1,REQ_LEVEL_ABBR,22535,0,22994,0,false,0
Recipe: Blackened Trout,27694,134939,1,1,false,1,REQ_LEVEL_ABBR,274585,0,274585,0,false,0
Recipe: Blackened Trout,27694,134939,1,1,false,1,REQ_LEVEL_ABBR,274579,0,274579,0,false,0
Recipe: Blackened Trout,27694,134939,1,1,false,1,REQ_LEVEL_ABBR,274578,0,274578,0,false,0
38404,38404,132538,1,-1,false,854894080,51300,0,54000,0,false,0
38404,38404,132538,1,-1,false,854894080,51300,0,54000,0,false,0
38404,38404,132538,1,-1,false,854894080,51693,0,54400,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285095,0,300100,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285095,0,300100,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285094,0,300098,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285095,0,300100,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285095,0,300100,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285095,0,300100,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285095,0,300100,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285095,0,300100,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285095,0,300100,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285095,0,300100,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,118800,0,27110101,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285095,0,300100,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285095,0,300100,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285094,0,300098,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285093,0,300097,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285092,0,300096,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285092,0,300096,0,false,0
Flask of Endless Rage,46377,236880,9,1,false,75,REQ_LEVEL_ABBR,2565813,0,2700855,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285090,0,300094,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,285090,0,300094,0,false,0
Flask of Endless Rage,46377,236880,2,1,false,75,REQ_LEVEL_ABBR,551175,0,580184,0,false,0
Flask of Endless Rage,46377,236880,2,1,false,75,REQ_LEVEL_ABBR,551175,0,580184,0,false,0
Flask of Endless Rage,46377,236880,2,1,false,75,REQ_LEVEL_ABBR,551175,0,580184,0,false,0
Flask of Endless Rage,46377,236880,2,1,false,75,REQ_LEVEL_ABBR,551175,0,580184,0,false,0
Flask of Endless Rage,46377,236880,2,1,false,75,REQ_LEVEL_ABBR,551175,0,580184,0,false,0
Flask of Endless Rage,46377,236880,2,1,false,75,REQ_LEVEL_ABBR,551175,0,580184,0,false,0
Flask of Endless Rage,46377,236880,2,1,false,75,REQ_LEVEL_ABBR,551175,0,580184,0,false,0
Flask of Endless Rage,46377,236880,2,1,false,75,REQ_LEVEL_ABBR,551175,0,580184,0,false,0
Flask of Endless Rage,46377,236880,2,1,false,75,REQ_LEVEL_ABBR,551175,0,580184,0,false,0
Flask of Endless Rage,46377,236880,2,1,false,75,REQ_LEVEL_ABBR,551175,0,580184,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275587,0,290091,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275587,0,290091,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275587,0,290091,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275587,0,290091,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275586,0,290090,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275586,0,290090,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275586,0,290090,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275586,0,290090,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275586,0,290090,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275586,0,290090,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275586,0,290090,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275586,0,290090,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275585,0,290089,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275585,0,290089,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275585,0,290089,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275585,0,290089,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275585,0,290089,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275580,0,290084,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275580,0,290084,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275580,0,290084,0,false,0
Flask of Endless Rage,46377,236880,1,1,false,75,REQ_LEVEL_ABBR,275580,0,290084,0,false,0
Flask of Endless Rage,46377,236880,5,1,false,75,REQ_LEVEL_ABBR,1450415,0,1450415,0,false,0
Flask of Endless Rage,46377,236880,5,1,false,75,REQ_LEVEL_ABBR,1450415,0,1450415,0,false,0
Flask of Endless Rage,46377,236880,5,1,false,75,REQ_LEVEL_ABBR,1450415,0,1450415,0,false,0
Flask of Endless Rage,46377,236880,5,1,false,75,REQ_LEVEL_ABBR,1450415,0,1450415,0,false,0
Flask of Endless Rage,46377,236880,5,1,false,75,REQ_LEVEL_ABBR,1450415,0,1450415,0,false,0
Flask of Endless Rage,46377,236880,5,1,false,75,REQ_LEVEL_ABBR,1450415,0,1450415,0,false,0
Flask of Endless Rage,46377,236880,5,1,false,75,REQ_LEVEL_ABBR,1450415,0,1450415,0,false,0
Flask of Endless Rage,46377,236880,5,1,false,75,REQ_LEVEL_ABBR,1450415,0,1450415,0,false,0
Plans: Lionheart Helm,12717,134941,1,4,false,1,REQ_LEVEL_ABBR,30196324,0,30196324,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1795499,0,1889898,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1795402,0,1889896,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1795499,0,1889898,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1795499,0,1889898,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1795400,0,1889894,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1795398,0,1889892,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1795396,0,1889890,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1795395,0,1889889,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1795394,0,1889888,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1795393,0,1889887,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1795393,0,1889887,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1880000,0,1880000,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1880000,0,1880000,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1880000,0,1880000,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1880000,0,1880000,0,false,0
Enchanted Tear,42702,237370,1,3,true,1,REQ_LEVEL_ABBR,1786000,0,1879999,0,false,0
3712,3712,134026,1,-1,false,854894080,920,0,968,0,false,0
3712,3712,134026,3,-1,false,854894080,2261,0,2379,0,false,0
3712,3712,134026,1,-1,false,854894080,756,0,795,0,false,0
3712,3712,134026,1,-1,false,854894080,753,0,792,0,false,0
3712,3712,134026,14,-1,false,854894080,10534,0,11088,0,false,0
3712,3712,134026,5,-1,false,854894080,3777,0,3975,0,false,0
3712,3712,134026,5,-1,false,854894080,3772,0,3970,0,false,0
3712,3712,134026,1,-1,false,854894080,753,0,792,0,false,0
3712,3712,134026,4,-1,false,854894080,3018,0,3176,0,false,0
3712,3712,134026,1,-1,false,854894080,756,0,795,0,false,0
3712,3712,134026,1,-1,false,854894080,756,0,795,0,false,0
3712,3712,134026,4,-1,false,854894080,3192,0,3192,0,false,0
3712,3712,134026,11,-1,false,854894080,8340,0,8778,0,false,0
3712,3712,134026,1,-1,false,854894080,753,0,792,0,false,0
3712,3712,134026,2,-1,false,854894080,1515,0,1594,0,false,0
Destruction Potion,22839,134729,1,1,false,60,REQ_LEVEL_ABBR,461371,0,461371,0,false,0
Destruction Potion,22839,134729,1,1,false,60,REQ_LEVEL_ABBR,461371,0,461371,0,false,0
Destruction Potion,22839,134729,1,1,false,60,REQ_LEVEL_ABBR,461371,0,461371,0,false,0
Destruction Potion,22839,134729,1,1,false,60,REQ_LEVEL_ABBR,461371,0,461371,0,false,0
Destruction Potion,22839,134729,1,1,false,60,REQ_LEVEL_ABBR,461371,0,461371,0,false,0
Destruction Potion,22839,134729,1,1,false,60,REQ_LEVEL_ABBR,461371,0,461371,0,false,0
Destruction Potion,22839,134729,1,1,false,60,REQ_LEVEL_ABBR,461371,0,461371,0,false,0
Destruction Potion,22839,134729,1,1,false,60,REQ_LEVEL_ABBR,461371,0,461371,0,false,0
Destruction Potion,22839,134729,1,1,false,60,REQ_LEVEL_ABBR,461371,0,461371,0,false,0
Destruction Potion,22839,134729,1,1,false,60,REQ_LEVEL_ABBR,461371,0,461371,0,false,0
Destruction Potion,22839,134729,1,1,false,60,REQ_LEVEL_ABBR,461371,0,461371,0,false,0
24594,24594,134596,1,-1,false,854894080,103634,0,120000,0,false,0
23097,23097,134082,1,-1,false,854894080,8636,0,9090,0,false,0
Terocone,22789,134223,20,1,true,1,REQ_LEVEL_ABBR,20,0,215960,0,false,0
Terocone,22789,134223,1,1,true,1,REQ_LEVEL_ABBR,4744,0,4993,0,false,0
Terocone,22789,134223,20,1,true,1,REQ_LEVEL_ABBR,20,0,215960,0,false,0
Terocone,22789,134223,1,1,true,1,REQ_LEVEL_ABBR,4744,0,4993,0,false,0
Terocone,22789,134223,3,1,true,1,REQ_LEVEL_ABBR,15000,0,15000,0,false,0
Terocone,22789,134223,20,1,true,1,REQ_LEVEL_ABBR,125000,0,129000,0,false,0
Terocone,22789,134223,20,1,true,1,REQ_LEVEL_ABBR,20,0,215960,0,false,0
Terocone,22789,134223,1,1,true,1,REQ_LEVEL_ABBR,4744,0,4993,0,false,0
Terocone,22789,134223,6,1,true,1,REQ_LEVEL_ABBR,28455,0,29952,0,false,0
24833,24833,132945,1,-1,false,854894080,94050,0,99000,0,false,0
Destructive Skyflare Diamond,41307,237236,1,3,true,1,REQ_LEVEL_ABBR,854847,0,899838,0,false,0
Small Spider Leg,5465,134321,18,1,true,1,REQ_LEVEL_ABBR,1454,0,1530,0,false,0
Small Spider Leg,5465,134321,1,1,true,1,REQ_LEVEL_ABBR,78,0,82,0,false,0
Small Spider Leg,5465,134321,20,1,true,1,REQ_LEVEL_ABBR,1653,0,1740,0,false,0
Small Spider Leg,5465,134321,3,1,true,1,REQ_LEVEL_ABBR,237,0,249,0,false,0
Small Spider Leg,5465,134321,5,1,true,1,REQ_LEVEL_ABBR,409,0,430,0,false,0
Small Spider Leg,5465,134321,20,1,true,1,REQ_LEVEL_ABBR,1615,0,1700,0,false,0
Small Spider Leg,5465,134321,5,1,true,1,REQ_LEVEL_ABBR,381,0,400,0,false,0
Small Spider Leg,5465,134321,2,1,true,1,REQ_LEVEL_ABBR,151,0,158,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,719,0,719,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,737,0,737,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,737,0,737,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,738,0,738,0,false,0
Scroll of Intellect VII,37091,134937,14,1,false,70,REQ_LEVEL_ABBR,10400,0,10400,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,705,0,742,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,704,0,741,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,679,0,714,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,738,0,738,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,737,0,737,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,737,0,737,0,false,0
Scroll of Intellect VII,37091,134937,5,1,false,70,REQ_LEVEL_ABBR,3454,0,3635,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,738,0,738,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,678,0,713,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,737,0,737,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,738,0,738,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,738,0,738,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,677,0,712,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,676,0,711,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,676,0,711,0,false,0
Scroll of Intellect VII,37091,134937,3,1,false,70,REQ_LEVEL_ABBR,2024,0,2130,0,false,0
Scroll of Intellect VII,37091,134937,10,1,false,70,REQ_LEVEL_ABBR,7090,0,7090,0,false,0
Scroll of Intellect VII,37091,134937,5,1,false,70,REQ_LEVEL_ABBR,3545,0,3545,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,709,0,709,0,false,0
Scroll of Intellect VII,37091,134937,1,1,false,70,REQ_LEVEL_ABBR,709,0,709,0,false,0
21947,21947,134942,1,-1,false,854894080,142500,0,149999,0,false,0
21947,21947,134942,1,-1,false,854894080,52812,0,60000,0,false,0
21947,21947,134942,1,-1,false,854894080,57000,0,59999,0,false,0
7050,7050,133693,1,-1,false,854894080,3500,0,3500,0,false,0
7050,7050,133693,1,-1,false,854894080,3500,0,3500,0,false,0
7050,7050,133693,1,-1,false,854894080,3325,0,3499,0,false,0
7050,7050,133693,1,-1,false,854894080,6897,0,7500,0,false,0
7050,7050,133693,1,-1,false,854894080,3097,0,3800,0,false,0
7050,7050,133693,1,-1,false,854894080,3097,0,3800,0,false,0
7050,7050,133693,1,-1,false,854894080,6897,0,7500,0,false,0
7050,7050,133693,1,-1,false,854894080,3500,0,3500,0,false,0
7050,7050,133693,1,-1,false,854894080,3097,0,3800,0,false,0
7050,7050,133693,1,-1,false,854894080,14494,0,16104,0,false,0
Foothold Gloves of Frost Protection,35982,132940,1,2,false,70,REQ_LEVEL_ABBR,90871,0,90871,0,false,0
Duskweave Shoulders,41550,135097,1,2,false,77,REQ_LEVEL_ABBR,691598,0,727997,0,false,0
21944,21944,134942,1,-1,false,854894080,22000,0,23157,0,false,0
21944,21944,134942,1,-1,false,854894080,21999,0,23156,0,false,0
21944,21944,134942,1,-1,false,854894080,22001,0,23158,0,false,0
Pattern: Black Dragonscale Leggings,15781,134941,1,3,false,1,REQ_LEVEL_ABBR,1708080,0,1708080,0,false,0
Pattern: Black Dragonscale Leggings,15781,134941,1,3,false,1,REQ_LEVEL_ABBR,883500,0,930000,0,false,0
4050,4050,134586,1,-1,false,854894080,7646,0,9557,0,false,0
Legguards of Brutalization,37743,134697,1,3,false,69,REQ_LEVEL_ABBR,250000,0,300000,0,false,0
Glyph of Serpent Sting,42912,254290,1,1,false,15,REQ_LEVEL_ABBR,10319,0,10319,0,false,0
Glyph of Serpent Sting,42912,254290,1,1,false,15,REQ_LEVEL_ABBR,10319,0,10319,0,false,0
Glyph of Serpent Sting,42912,254290,1,1,false,15,REQ_LEVEL_ABBR,6702,0,6702,0,false,0
Glyph of Serpent Sting,42912,254290,1,1,false,15,REQ_LEVEL_ABBR,1350,0,2300,0,false,0
Glyph of Serpent Sting,42912,254290,1,1,false,15,REQ_LEVEL_ABBR,2968,0,27110101,0,false,0
Glyph of Serpent Sting,42912,254290,1,1,false,15,REQ_LEVEL_ABBR,6702,0,6702,0,false,0
Glyph of Serpent Sting,42912,254290,1,1,false,15,REQ_LEVEL_ABBR,10319,0,10319,0,false,0
Glyph of Serpent Sting,42912,254290,1,1,false,15,REQ_LEVEL_ABBR,6702,0,6702,0,false,0
Glyph of Serpent Sting,42912,254290,1,1,false,15,REQ_LEVEL_ABBR,10316,0,10316,0,false,0
Glyph of Serpent Sting,42912,254290,1,1,false,15,REQ_LEVEL_ABBR,6702,0,6702,0,false,0
Glyph of Serpent Sting,42912,254290,1,1,false,15,REQ_LEVEL_ABBR,10319,0,10319,0,false,0
Glyph of Serpent Sting,42912,254290,1,1,false,15,REQ_LEVEL_ABBR,6702,0,6702,0,false,0
Glyph of Serpent Sting,42912,254290,1,1,false,15,REQ_LEVEL_ABBR,6702,0,6702,0,false,0
12217,12217,132804,1,-1,false,854894080,12000,0,12500,0,false,0
12217,12217,132804,1,-1,false,854894080,12000,0,12500,0,false,0
12217,12217,132804,1,-1,false,854894080,12000,0,12500,0,false,0
12217,12217,132804,1,-1,false,854894080,12000,0,12500,0,false,0
12217,12217,132804,1,-1,false,854894080,12000,0,12500,0,false,0
8192,8192,135038,1,-1,false,854894080,247173,0,300000,0,false,0
8192,8192,135038,1,-1,false,854894080,247173,0,300000,0,false,0
3192,3192,135350,1,-1,false,854894080,12617,0,12796,0,false,0
3192,3192,135350,1,-1,false,854894080,5225,0,5500,0,false,0
3192,3192,135350,1,-1,false,854894080,12156,0,12795,0,false,0
3192,3192,135350,1,-1,false,854894080,23617,0,23796,0,false,0
Netherweave Gloves,21851,132961,1,2,false,63,REQ_LEVEL_ABBR,144356,0,144356,0,false,0
Netherweave Gloves,21851,132961,1,2,false,63,REQ_LEVEL_ABBR,49588,0,50000,0,false,0
44279,44279,237164,1,-1,false,854894080,189990,0,199989,0,false,0
44279,44279,237164,1,-1,false,854894080,189989,0,199988,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,49960,0,49960,0,false,0
Sky Sapphire,36924,237193,2,3,true,1,REQ_LEVEL_ABBR,99920,0,99920,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,42477,0,49973,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,49960,0,49960,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,49960,0,49960,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,49960,0,49960,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,49960,0,49960,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47463,0,49961,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47464,0,49962,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,49960,0,49960,0,false,0
Sky Sapphire,36924,237193,5,3,true,1,REQ_LEVEL_ABBR,237365,0,249855,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,49493,0,27110101,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47464,0,49962,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47466,0,49964,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,49960,0,49960,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47477,0,49975,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,59700,0,59999,0,false,0
Sky Sapphire,36924,237193,5,3,true,1,REQ_LEVEL_ABBR,237365,0,249855,0,false,0
Sky Sapphire,36924,237193,5,3,true,1,REQ_LEVEL_ABBR,237365,0,249855,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47466,0,49964,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47466,0,49964,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,49960,0,49960,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,67562,0,67562,0,false,0
Sky Sapphire,36924,237193,2,3,true,1,REQ_LEVEL_ABBR,90000,0,100000,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,47468,0,49966,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,49960,0,49960,0,false,0
Sky Sapphire,36924,237193,1,3,true,1,REQ_LEVEL_ABBR,49960,0,49960,0,false,0
Sky Sapphire,36924,237193,2,3,true,1,REQ_LEVEL_ABBR,94951,0,99948,0,false,0
